,Statement Author,Statement,Rating,cleaned,statement_length,word_count,sentence_count,unique_words,lexical_richness,punctuation_count,noun_%,pronoun_%,verb_%,adj_%,determiner_%,foreign_%,cleaned_tokenized
561,Rob Portman,"Says Ted Strickland ""in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.""",true,say ted strickland campaign bragged plus rating nra said mixed spotty record issue criticized word mine know issue,259,114,5,37,72.82800000000002,11,0.16393442622950818,0.13114754098360656,0.11475409836065574,0.08196721311475409,0.09836065573770492,0.0,"['say', 'ted', 'strickland', 'campaign', 'bragged', 'plus', 'rating', 'nra', 'said', 'mixed', 'spotty', 'record', 'issue', 'criticized', 'word', 'mine', 'know', 'issue']"
562,National Republican Congressional Committee,"""Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors""",true,zephyr teachout say super pac despite taking money super pac donor,91,66,1,13,63.00000000000002,2,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,"['zephyr', 'teachout', 'say', 'super', 'pac', 'despite', 'taking', 'money', 'super', 'pac', 'donor']"
563,Hillary Clinton,"Says Donald Trump ""used undocumented labor to build the Trump Tower.""",true,say donald trump used undocumented labor build trump tower,69,58,1,9,33.879999999999995,3,0.35714285714285715,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,"['say', 'donald', 'trump', 'used', 'undocumented', 'labor', 'build', 'trump', 'tower']"
564,Hillary Clinton,"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""",true,intelligence agency civilian military concluded espionage attack cyberattacks come highest level kremlin designed influence election,225,132,1,26,76.23,8,0.19047619047619047,0.07142857142857142,0.16666666666666666,0.047619047619047616,0.11904761904761904,0.0,"['intelligence', 'agency', 'civilian', 'military', 'concluded', 'espionage', 'attack', 'cyberattacks', 'come', 'highest', 'level', 'kremlin', 'designed', 'influence', 'election']"
565,Donald Trump,"""Heroin .. pours across our southern borders.""",true,heroin pours across southern border,46,35,1,7,6.0,5,0.3,0.1,0.0,0.1,0.0,0.0,"['heroin', 'pours', 'across', 'southern', 'border']"
566,Hillary Clinton,"Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.",true,say warren buffett publicly said secretary paying higher tax rate,102,65,1,18,18.0,3,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.0,0.047619047619047616,0.0,"['say', 'warren', 'buffett', 'publicly', 'said', 'secretary', 'paying', 'higher', 'tax', 'rate']"
567,Patrick Murphy,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, he went on to say he doesn't trust Donald Trump with the nuclear codes.""",true,marco rubio made clear think donald trump con man went say trust donald trump nuclear code,150,90,1,23,67.27000000000001,6,0.25,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.05555555555555555,0.0,"['marco', 'rubio', 'made', 'clear', 'think', 'donald', 'trump', 'con', 'man', 'went', 'say', 'trust', 'donald', 'trump', 'nuclear', 'code']"
568,Bruce Elfant,Says over 90 percent of Travis County’s eligible residents have registered to vote.,true,say percent travis county eligible resident registered vote,83,59,1,13,12.0,1,0.3125,0.0,0.25,0.0625,0.0,0.0,"['say', 'percent', 'travis', 'county', 'eligible', 'resident', 'registered', 'vote']"
569,Hillary Clinton,"""We've had Muslims in America since George Washington.""",true,muslim america since george washington,55,38,1,8,9.0,4,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,"['muslim', 'america', 'since', 'george', 'washington']"
570,Facebook posts,Monster Energy’s logo uses a sign of the anti-Christ as part of its marketing effort.,pants-fire,monster energy logo us sign anti christ part marketing effort,85,61,1,13,63.00000000000002,2,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,"['monster', 'energy', 'logo', 'us', 'sign', 'anti', 'christ', 'part', 'marketing', 'effort']"
571,Viral image,Video shows U.S. Secret Service agents are demons.,pants-fire,video show u secret service agent demon,50,39,1,8,9.0,3,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,"['video', 'show', 'u', 'secret', 'service', 'agent', 'demon']"
572,Viral image,“Emergency injunction and tribunal order was served to WHO … to immediately cease and desist a criminal conspiracy to commit war crimes.”,pants-fire,emergency injunction tribunal order served immediately cease desist criminal conspiracy commit war crime,137,104,1,17,49.37333333333333,1,0.32,0.0,0.24,0.12,0.04,0.0,"['emergency', 'injunction', 'tribunal', 'order', 'served', 'immediately', 'cease', 'desist', 'criminal', 'conspiracy', 'commit', 'war', 'crime']"
573,Facebook posts,“Harry could be exiled to Botswana after he was deported from the United States due to an expired visa.”,pants-fire,harry could exiled botswana deported united state due expired visa,104,66,1,17,111.99999999999991,1,0.3181818181818182,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,"['harry', 'could', 'exiled', 'botswana', 'deported', 'united', 'state', 'due', 'expired', 'visa']"
574,Scott Adams,"The 2017 Unite the Right rally in Charlottesville, Virginia, was “an American intel op against Trump.”",pants-fire,unite right rally charlottesville virginia american intel op trump,102,66,1,14,43.84,3,0.42857142857142855,0.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.0,"['unite', 'right', 'rally', 'charlottesville', 'virginia', 'american', 'intel', 'op', 'trump']"
575,Facebook posts,The White House Visitor Center is displaying a photo of a fake President Joe Biden.,pants-fire,white house visitor center displaying photo fake president joe biden,83,68,1,13,63.00000000000002,1,0.5,0.0,0.0625,0.0625,0.1875,0.0,"['white', 'house', 'visitor', 'center', 'displaying', 'photo', 'fake', 'president', 'joe', 'biden']"
576,Facebook posts,President Joe Biden is “in Gitmo.”,pants-fire,president joe biden gitmo,34,25,1,6,7.0,1,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.0,"['president', 'joe', 'biden', 'gitmo']"
577,Facebook posts,Elon Musk banned U.S. Rep. Alexandria Ocasio-Cortez from Twitter.,pants-fire,elon musk banned u rep alexandria ocasio cortez twitter,65,55,1,9,10.0,5,0.7,0.0,0.1,0.0,0.0,0.0,"['elon', 'musk', 'banned', 'u', 'rep', 'alexandria', 'ocasio', 'cortez', 'twitter']"
578,Bloggers,Vladimir Putin “orders destruction of all COVID-19 vaccines in Russia.”,pants-fire,vladimir putin order destruction covid vaccine russia,71,53,1,10,11.0,2,0.6153846153846154,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['vladimir', 'putin', 'order', 'destruction', 'covid', 'vaccine', 'russia']"
579,Facebook posts,“Crowd erupts as Chip Roy grills Kamala Harris as she lies in Congress” in video.,pants-fire,crowd erupts chip roy grill kamala harris lie congress video,81,60,1,11,31.50000000000001,1,0.5555555555555556,0.05555555555555555,0.0,0.0,0.0,0.0,"['crowd', 'erupts', 'chip', 'roy', 'grill', 'kamala', 'harris', 'lie', 'congress', 'video']"
580,Instagram posts,“Bill Gates arrest warrant issued in Philippines for ‘premeditated murder’ linked to vaccine roll out.”,pants-fire,bill gate arrest warrant issued philippine premeditated murder linked vaccine roll,103,82,1,15,16.0,1,0.4,0.0,0.3,0.05,0.0,0.0,"['bill', 'gate', 'arrest', 'warrant', 'issued', 'philippine', 'premeditated', 'murder', 'linked', 'vaccine', 'roll']"
581,Tucker Carlson,Capitol Police officers “helped” QAnon Shaman Jacob Chansley and “acted as his tour guides.”,pants-fire,capitol police officer helped qanon shaman jacob chansley acted tour guide,92,74,1,14,15.0,1,0.631578947368421,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,"['capitol', 'police', 'officer', 'helped', 'qanon', 'shaman', 'jacob', 'chansley', 'acted', 'tour', 'guide']"
582,Facebook posts,The United Kingdom’s “Parliament closed its borders to prevent Harry and Meg from flying to the UK in order to protect the king.”,pants-fire,united kingdom parliament closed border prevent harry meg flying uk order protect king,129,86,1,17,40.320000000000014,1,0.42857142857142855,0.03571428571428571,0.17857142857142858,0.0,0.10714285714285714,0.0,"['united', 'kingdom', 'parliament', 'closed', 'border', 'prevent', 'harry', 'meg', 'flying', 'uk', 'order', 'protect', 'king']"
583,Facebook posts,“The moon is a habitable place.”,pants-fire,moon habitable place,32,20,1,6,7.0,1,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,"['moon', 'habitable', 'place']"
584,Facebook posts,“Official govt docs expose Michelle Obama’s 14 year history as a man.”,pants-fire,official govt doc expose michelle obama year history man,70,56,1,12,12.0,1,0.5294117647058824,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,"['official', 'govt', 'doc', 'expose', 'michelle', 'obama', 'year', 'history', 'man']"
585,Viral image,Photos of an apartment building in Kyiv are evidence the war in Ukraine “is fake.”,pants-fire,photo apartment building kyiv evidence war ukraine fake,82,55,1,13,71.68,1,0.5,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,"['photo', 'apartment', 'building', 'kyiv', 'evidence', 'war', 'ukraine', 'fake']"
586,Facebook posts,President Joe Biden was “shot” in a “behind-the-scenes execution.”,pants-fire,president joe biden shot behind scene execution,66,47,1,9,10.0,3,0.35714285714285715,0.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.0,"['president', 'joe', 'biden', 'shot', 'behind', 'scene', 'execution']"
587,Bloggers,“Putin decimates another adrenochrome warehouse in Ukraine.”,pants-fire,putin decimates another adrenochrome warehouse ukraine,60,54,1,7,8.0,1,0.6,0.0,0.0,0.0,0.1,0.0,"['putin', 'decimates', 'another', 'adrenochrome', 'warehouse', 'ukraine']"
588,Instagram posts,Winston Churchill didn’t mention the Holocaust in his memoirs because it didn’t happen.,pants-fire,winston churchill mention holocaust memoir happen,87,49,1,11,47.320000000000036,1,0.5,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.0,"['winston', 'churchill', 'mention', 'holocaust', 'memoir', 'happen']"
589,George Santos,“I never claimed to be Jewish.”,pants-fire,never claimed jewish,31,20,1,6,7.0,1,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,"['never', 'claimed', 'jewish']"
590,Tucker Carlson,"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",pants-fire,administration ever looked le like america number biden administration,106,70,1,14,40.459999999999994,3,0.23809523809523808,0.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.0,"['administration', 'ever', 'looked', 'le', 'like', 'america', 'number', 'biden', 'administration']"
591,Viral image,President Joe Biden said “this s--- will turn your pacemaker off.”,pants-fire,president joe biden said turn pacemaker,66,39,1,11,12.0,4,0.375,0.125,0.125,0.0,0.0625,0.0,"['president', 'joe', 'biden', 'said', 'turn', 'pacemaker']"
592,Bloggers,Russian President Vladimir Putin “intercepts adrenochrome shipment headed to United States.”,pants-fire,russian president vladimir putin intercept adrenochrome shipment headed united state,92,84,1,11,12.0,1,0.5,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,"['russian', 'president', 'vladimir', 'putin', 'intercept', 'adrenochrome', 'shipment', 'headed', 'united', 'state']"
593,Tweets,The Kansas City Chiefs’ Super Bowl win has been “put on hold as NFL plans to launch an investigation on possible (performance-enhancing drug) use by Patrick Mahomes during halftime.”,pants-fire,kansa city chief super bowl win put hold nfl plan launch investigation possible performance enhancing drug use patrick mahomes halftime,182,135,1,27,252.00000000000009,4,0.4857142857142857,0.0,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.0,"['kansa', 'city', 'chief', 'super', 'bowl', 'win', 'put', 'hold', 'nfl', 'plan', 'launch', 'investigation', 'possible', 'performance', 'enhancing', 'drug', 'use', 'patrick', 'mahomes', 'halftime']"
594,Instagram posts,“Joe Biden put his pants on backwards”,pants-fire,joe biden put pant backwards,38,28,1,7,7.0,0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,"['joe', 'biden', 'put', 'pant', 'backwards']"
595,Facebook posts,Photos show someone in a President Joe Biden mask at the State of the Union.,pants-fire,photo show someone president joe biden mask state union,76,55,1,13,63.00000000000002,1,0.5,0.0,0.0625,0.0,0.1875,0.0,"['photo', 'show', 'someone', 'president', 'joe', 'biden', 'mask', 'state', 'union']"
596,Instagram posts,"Earthquake in Turkey and Syria is ""a systemic attack against Kurdish people.""",pants-fire,earthquake turkey syria systemic attack kurdish people,77,54,1,12,12.0,3,0.3333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,"['earthquake', 'turkey', 'syria', 'systemic', 'attack', 'kurdish', 'people']"
597,Tweets,"Image shows a ""Super Bowl script was leaked.”",pants-fire,image show super bowl script leaked,45,35,1,8,9.0,2,0.36363636363636365,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,"['image', 'show', 'super', 'bowl', 'script', 'leaked']"
598,Instagram posts,“‘Satellites’ are on balloons and not in space.”,pants-fire,satellite balloon space,48,23,1,8,9.0,1,0.46153846153846156,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,"['satellite', 'balloon', 'space']"
599,Tweets,"In Ukraine, 2,458 NATO soldiers and 234 NATO military trainers have died, some of whom are from the U.S.",pants-fire,ukraine nato soldier nato military trainer died u,104,49,1,17,90.71999999999997,5,0.2727272727272727,0.0,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.0,"['ukraine', 'nato', 'soldier', 'nato', 'military', 'trainer', 'died', 'u']"
600,Instagram posts,"Joe Biden said to transgender women, “you will never be a real woman.”",pants-fire,joe biden said transgender woman never real woman,70,49,1,13,14.0,2,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,"['joe', 'biden', 'said', 'transgender', 'woman', 'never', 'real', 'woman']"
601,Facebook posts,Black Americans are not descended from people who were taken from Africa to be enslaved.,pants-fire,black american descended people taken africa enslaved,88,53,1,13,63.00000000000002,1,0.25,0.0,0.375,0.0,0.0,0.0,"['black', 'american', 'descended', 'people', 'taken', 'africa', 'enslaved']"
602,Instagram posts,“NASA stopped exploring the ocean.”,pants-fire,nasa stopped exploring ocean,35,28,1,5,6.0,1,0.375,0.0,0.25,0.125,0.125,0.0,"['nasa', 'stopped', 'exploring', 'ocean']"
603,Facebook posts,The United States of America “no longer exists” because President Joe Biden “signed away our sovereignty as a nation.”,pants-fire,united state america longer exists president joe biden signed away sovereignty nation,118,85,1,19,20.0,1,0.5,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.0,"['united', 'state', 'america', 'longer', 'exists', 'president', 'joe', 'biden', 'signed', 'away', 'sovereignty', 'nation']"
604,Viral image,A photo shows “Barack Obama dressed up as Baphomet (Lucifer).”,pants-fire,photo show barack obama dressed baphomet lucifer,62,48,1,10,11.0,3,0.4666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,"['photo', 'show', 'barack', 'obama', 'dressed', 'baphomet', 'lucifer']"
605,Facebook posts,Hospital photo of Damar Hamlin proves “he’s a corpse.”,pants-fire,hospital photo damar hamlin prof corpse,54,39,1,9,10.0,1,0.42857142857142855,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,"['hospital', 'photo', 'damar', 'hamlin', 'prof', 'corpse']"
606,Instagram posts,The sinking of the Titanic was orchestrated by the Rothschilds and J.P. Morgan to kill prominent businessmen who opposed the creation of the Federal Reserve.,pants-fire,sinking titanic orchestrated rothschild j p morgan kill prominent businessmen opposed creation federal reserve,157,110,1,18,37.85600000000001,3,0.34615384615384615,0.0,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.0,"['sinking', 'titanic', 'orchestrated', 'rothschild', 'j', 'p', 'morgan', 'kill', 'prominent', 'businessmen', 'opposed', 'creation', 'federal', 'reserve']"
607,Facebook posts,"Sen. Josh Hawley told professor, “I will not use your pronouns.”",pants-fire,sen josh hawley told professor use pronoun,64,42,1,11,12.0,3,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,"['sen', 'josh', 'hawley', 'told', 'professor', 'use', 'pronoun']"
608,Bloggers,“Putin destroys adrenochrome lab in Ukraine.”,pants-fire,putin destroys adrenochrome lab ukraine,45,39,1,6,7.0,1,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,"['putin', 'destroys', 'adrenochrome', 'lab', 'ukraine']"
609,Facebook posts,Actor Isaac Kappy was murdered for exposing Hollywood pedophiles.,pants-fire,actor isaac kappy murdered exposing hollywood pedophile,65,55,1,9,9.0,1,0.5,0.0,0.3,0.0,0.0,0.0,"['actor', 'isaac', 'kappy', 'murdered', 'exposing', 'hollywood', 'pedophile']"
610,TikTok posts,Damar Hamlin wasn’t at the Buffalo Bills' playoff game.,pants-fire,damar hamlin buffalo bill playoff game,55,38,1,9,9.0,2,0.5384615384615384,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,"['damar', 'hamlin', 'buffalo', 'bill', 'playoff', 'game']"
611,Instagram posts,"""New York is bombed. At this moment, there are many injured.”",pants-fire,new york bombed moment many injured,61,35,2,11,12.0,4,0.25,0.0,0.125,0.125,0.0625,0.0,"['new', 'york', 'bombed', 'moment', 'many', 'injured']"
612,Instagram posts,Bill Gates tweeted that “vaccines in our food supply solves the problem of vaccine hesitancy.”,pants-fire,bill gate tweeted vaccine food supply solves problem vaccine hesitancy,94,70,1,15,16.0,1,0.5555555555555556,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,"['bill', 'gate', 'tweeted', 'vaccine', 'food', 'supply', 'solves', 'problem', 'vaccine', 'hesitancy']"
613,Instagram posts,Video shows hidden theater “where elites sacrifice kids.”,pants-fire,video show hidden theater elite sacrifice kid,57,45,1,8,9.0,1,0.5454545454545454,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,"['video', 'show', 'hidden', 'theater', 'elite', 'sacrifice', 'kid']"
614,Instagram posts,Joan Rivers was killed for revealing that Barack Obama is gay and Michelle Obama is transgender.,pants-fire,joan river killed revealing barack obama gay michelle obama transgender,96,71,1,12,35.84,1,0.4117647058823529,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,"['joan', 'river', 'killed', 'revealing', 'barack', 'obama', 'gay', 'michelle', 'obama', 'transgender']"
615,Instagram posts,"Magic Johnson tested positive for HIV ""because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""",pants-fire,magic johnson tested positive hiv fauci gain function study used contaminated hepatitis b vaccine,119,97,1,18,18.0,3,0.4782608695652174,0.0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0,"['magic', 'johnson', 'tested', 'positive', 'hiv', 'fauci', 'gain', 'function', 'study', 'used', 'contaminated', 'hepatitis', 'b', 'vaccine']"
616,Viral image,Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,pants-fire,video show john f kennedy jr donald trump presidential inauguration,76,67,1,11,11.0,3,0.6428571428571429,0.0,0.0,0.07142857142857142,0.0,0.0,"['video', 'show', 'john', 'f', 'kennedy', 'jr', 'donald', 'trump', 'presidential', 'inauguration']"
617,Viral image,Video shows Hillary Clinton being arrested.,pants-fire,video show hillary clinton arrested,43,35,1,6,6.0,1,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,"['video', 'show', 'hillary', 'clinton', 'arrested']"
618,Instagram posts,“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,pants-fire,lula staff infiltrated caused damage brazilian patriot cleaned,85,62,1,12,14.0,2,0.3125,0.0,0.1875,0.125,0.0625,0.0,"['lula', 'staff', 'infiltrated', 'caused', 'damage', 'brazilian', 'patriot', 'cleaned']"
619,Instagram posts,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia.",pants-fire,tom hank shouting sexy baby connected jeffery epstein pedophilia,78,64,1,12,12.0,3,0.4,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,"['tom', 'hank', 'shouting', 'sexy', 'baby', 'connected', 'jeffery', 'epstein', 'pedophilia']"
620,Viral image,“The Simpsons predicted Pizzagate.”,pants-fire,simpson predicted pizzagate,35,27,1,4,5.0,1,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,"['simpson', 'predicted', 'pizzagate']"
621,Viral image,A video shows lawmakers in compromising positions with children.,pants-fire,video show lawmaker compromising position child,64,47,1,9,9.0,1,0.4,0.0,0.1,0.0,0.1,0.0,"['video', 'show', 'lawmaker', 'compromising', 'position', 'child']"
622,Facebook posts,A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with “‘possible’ jail time.”,pants-fire,video show rep jim jordan threatening house speaker nancy pelosi possible jail time,97,83,1,15,16.0,2,0.65,0.0,0.1,0.05,0.05,0.0,"['video', 'show', 'rep', 'jim', 'jordan', 'threatening', 'house', 'speaker', 'nancy', 'pelosi', 'possible', 'jail', 'time']"
623,Viral image,"Says U.S. Rep. Katie Porter, D-Calif., “says pedophilia isn’t a crime — it’s an identity.”",pants-fire,say u rep katie porter calif say pedophilia crime identity,90,58,1,15,16.0,8,0.5416666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,"['say', 'u', 'rep', 'katie', 'porter', 'calif', 'say', 'pedophilia', 'crime', 'identity']"
624,Facebook posts,"Video shows Attorney General Merrick Garland saying, “Wait for revenge.”",pants-fire,video show attorney general merrick garland saying wait revenge,72,63,1,10,11.0,2,0.6428571428571429,0.0,0.07142857142857142,0.0,0.0,0.0,"['video', 'show', 'attorney', 'general', 'merrick', 'garland', 'saying', 'wait', 'revenge']"
625,Instagram posts,Early vote counts after the polls closed in Georgia’s U.S. Senate runoff are evidence of election fraud.,pants-fire,early vote count poll closed georgia u senate runoff evidence election fraud,104,76,1,17,18.0,3,0.55,0.0,0.15,0.05,0.05,0.0,"['early', 'vote', 'count', 'poll', 'closed', 'georgia', 'u', 'senate', 'runoff', 'evidence', 'election', 'fraud']"
626,Viral image,“JAG charges Nancy Pelosi with treason and seditious conspiracy.”,pants-fire,jag charge nancy pelosi treason seditious conspiracy,65,52,1,9,10.0,1,0.5833333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,"['jag', 'charge', 'nancy', 'pelosi', 'treason', 'seditious', 'conspiracy']"
627,Instagram posts,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,pants-fire,rod stewart son rushed hospital suspected heart attack covid vaccine,109,68,1,17,101.07999999999991,2,0.4583333333333333,0.0,0.125,0.08333333333333333,0.125,0.0,"['rod', 'stewart', 'son', 'rushed', 'hospital', 'suspected', 'heart', 'attack', 'covid', 'vaccine']"
628,Instagram posts,Drone footage confirms Jeffrey Epstein is alive.,pants-fire,drone footage confirms jeffrey epstein alive,48,44,1,7,7.0,1,0.5,0.0,0.0,0.125,0.0,0.0,"['drone', 'footage', 'confirms', 'jeffrey', 'epstein', 'alive']"
629,Instagram posts,Paul Pelosi hasn’t been seen in public for months because he had mpox.,pants-fire,paul pelosi seen public month mpox,70,34,1,13,13.0,1,0.4375,0.0625,0.1875,0.0625,0.0,0.0,"['paul', 'pelosi', 'seen', 'public', 'month', 'mpox']"
630,Viral image,News clip showing Herschel Walker with early lead in Georgia U.S. Senate runoff is evidence of fraud.,pants-fire,news clip showing herschel walker early lead georgia u senate runoff evidence fraud,101,83,1,17,18.0,3,0.6111111111111112,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,"['news', 'clip', 'showing', 'herschel', 'walker', 'early', 'lead', 'georgia', 'u', 'senate', 'runoff', 'evidence', 'fraud']"
631,Viral image,“‘Child trafficking camp’ discovered in Arizona.”,pants-fire,child trafficking camp discovered arizona,49,41,1,6,7.0,1,0.5454545454545454,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,"['child', 'trafficking', 'camp', 'discovered', 'arizona']"
632,Instagram posts,Kirstie Alley faked her death.,pants-fire,kirstie alley faked death,30,25,1,5,5.0,1,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,"['kirstie', 'alley', 'faked', 'death']"
633,Viral image,"President Joe Biden’s daughter-in-law tweeted, “The press is also covering up serious health issues that my father in law is facing. The plan is for Kamala to get a one track ride to the nomination in 2024.”",pants-fire,president joe biden daughter law tweeted press also covering serious health issue father law facing plan kamala get one track ride nomination,207,141,2,28,76.66400000000004,5,0.3409090909090909,0.022727272727272728,0.13636363636363635,0.022727272727272728,0.09090909090909091,0.0,"['president', 'joe', 'biden', 'daughter', 'law', 'tweeted', 'press', 'also', 'covering', 'serious', 'health', 'issue', 'father', 'law', 'facing', 'plan', 'kamala', 'get', 'one', 'track', 'ride', 'nomination']"
634,Instagram posts,"""Climate activists vow to slaughter millions of dogs to ‘reduce carbon pawprint.’”",pants-fire,climate activist vow slaughter million dog reduce carbon pawprint,82,65,1,10,47.320000000000036,2,0.35294117647058826,0.0,0.23529411764705882,0.058823529411764705,0.0,0.0,"['climate', 'activist', 'vow', 'slaughter', 'million', 'dog', 'reduce', 'carbon', 'pawprint']"
635,Donald Trump,"“The revelation of massive & widespread fraud & deception” in the 2020 election “allows for the termination of all rules, regulations, and articles, even those found in the Constitution.”",pants-fire,revelation massive widespread fraud deception election allows termination rule regulation article even found constitution,187,121,1,20,51.03,6,0.32432432432432434,0.0,0.02702702702702703,0.05405405405405406,0.16216216216216217,0.0,"['revelation', 'massive', 'widespread', 'fraud', 'deception', 'election', 'allows', 'termination', 'rule', 'regulation', 'article', 'even', 'found', 'constitution']"
636,Viral image,Photo shows Rep. Adam Schiff and a “little boy he killed.”,pants-fire,photo show rep adam schiff little boy killed,58,44,1,11,12.0,2,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,"['photo', 'show', 'rep', 'adam', 'schiff', 'little', 'boy', 'killed']"
637,Instagram posts,Henry Kissinger’s “deathbed confession” shows “Adolf Hitler was buried in Spain” and lived to age 68.,pants-fire,henry kissinger deathbed confession show adolf hitler buried spain lived age,101,76,1,16,15.0,1,0.5217391304347826,0.0,0.21739130434782608,0.0,0.0,0.0,"['henry', 'kissinger', 'deathbed', 'confession', 'show', 'adolf', 'hitler', 'buried', 'spain', 'lived', 'age']"
638,Kanye West,Hitler “didn’t kill 6 million Jews” and “the Holocaust is not what happened.”,pants-fire,hitler kill million jew holocaust happened,77,42,1,13,13.0,1,0.5,0.0,0.1,0.0,0.05,0.0,"['hitler', 'kill', 'million', 'jew', 'holocaust', 'happened']"
639,Instagram posts,Rod Rosenstein and John Podesta are the sons of Nazi leaders.,pants-fire,rod rosenstein john podesta son nazi leader,61,43,1,11,11.0,1,0.5,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,"['rod', 'rosenstein', 'john', 'podesta', 'son', 'nazi', 'leader']"
640,Viral image,Video confirms Pfizer’s CEO is “reptilian.”,pants-fire,video confirms pfizer ceo reptilian,43,35,1,6,7.0,1,0.5454545454545454,0.0,0.0,0.18181818181818182,0.0,0.0,"['video', 'confirms', 'pfizer', 'ceo', 'reptilian']"
641,Instagram posts,No NASA Challenger rocket blew up with people on it.,pants-fire,nasa challenger rocket blew people,52,34,1,10,10.0,1,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,"['nasa', 'challenger', 'rocket', 'blew', 'people']"
642,Tweets,The Club Q shooting was a “false flag.”,pants-fire,club q shooting false flag,39,26,1,8,9.0,1,0.36363636363636365,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,"['club', 'q', 'shooting', 'false', 'flag']"
643,Instagram posts,Trump tweeted about his return to Twitter on Nov. 19.,pants-fire,trump tweeted return twitter nov,53,32,1,10,9.0,2,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,"['trump', 'tweeted', 'return', 'twitter', 'nov']"
